entry,at,order
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:33:59.481Z,166174043948104
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (41.75) | #6 ""DonkeyKing @ j5UIC5xTp0"" (280.90)",2022-08-29T02:33:59.481Z,166174043948101
"-- starting hand #262  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:33:59.481Z,166174043948100
"-- ending hand #261 --",2022-08-29T02:33:56.568Z,166174043656802
"""onlycallz @ xj3nLBqQ53"" collected 0.50 from pot",2022-08-29T02:33:56.568Z,166174043656801
"Uncalled bet of 0.25 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:33:56.568Z,166174043656800
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:33:55.760Z,166174043576000
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:33:52.467Z,166174043246705
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:33:52.467Z,166174043246704
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (41.50) | #6 ""DonkeyKing @ j5UIC5xTp0"" (281.15)",2022-08-29T02:33:52.467Z,166174043246701
"-- starting hand #261  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:33:52.467Z,166174043246700
"-- ending hand #260 --",2022-08-29T02:33:49.465Z,166174042946502
"""onlycallz @ xj3nLBqQ53"" collected 1.00 from pot",2022-08-29T02:33:49.465Z,166174042946501
"Uncalled bet of 0.75 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:33:49.465Z,166174042946500
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:33:48.614Z,166174042861400
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T02:33:36.007Z,166174041600700
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:33:32.752Z,166174041275205
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:33:32.752Z,166174041275204
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (41.00) | #6 ""DonkeyKing @ j5UIC5xTp0"" (281.65)",2022-08-29T02:33:32.752Z,166174041275201
"-- starting hand #260  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:33:32.752Z,166174041275200
"-- ending hand #259 --",2022-08-29T02:33:29.654Z,166174040965402
"""DonkeyKing @ j5UIC5xTp0"" collected 18.00 from pot with Pair, J's (combination: J♣, J♠, Q♣, 9♦, 8♦)",2022-08-29T02:33:29.654Z,166174040965401
"""DonkeyKing @ j5UIC5xTp0"" shows a Q♣, J♣.",2022-08-29T02:33:29.654Z,166174040965400
"""onlycallz @ xj3nLBqQ53"" calls 4.00",2022-08-29T02:33:28.807Z,166174040880700
"""DonkeyKing @ j5UIC5xTp0"" bets 4.00",2022-08-29T02:33:17.504Z,166174039750400
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:33:10.442Z,166174039044200
"River: 9♦, 5♣, J♠, 8♦ [4♠]",2022-08-29T02:33:02.945Z,166174038294500
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:33:02.126Z,166174038212600
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:32:50.654Z,166174037065400
"Turn: 9♦, 5♣, J♠ [8♦]",2022-08-29T02:32:47.327Z,166174036732700
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:32:46.464Z,166174036646400
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:32:41.481Z,166174036148100
"Flop:  [9♦, 5♣, J♠]",2022-08-29T02:32:34.410Z,166174035441000
"""DonkeyKing @ j5UIC5xTp0"" calls 5.00",2022-08-29T02:32:33.537Z,166174035353700
"""onlycallz @ xj3nLBqQ53"" raises to 5.00",2022-08-29T02:32:27.466Z,166174034746600
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T02:32:24.374Z,166174034437400
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:32:20.232Z,166174034023207
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:32:20.232Z,166174034023206
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (50.00) | #6 ""DonkeyKing @ j5UIC5xTp0"" (272.65)",2022-08-29T02:32:20.232Z,166174034023203
"The player ""DonkeyKing @ j5UIC5xTp0"" joined the game with a stack of 272.65.",2022-08-29T02:32:20.232Z,166174034023202
"The player ""onlycallz @ xj3nLBqQ53"" joined the game with a stack of 50.00.",2022-08-29T02:32:20.232Z,166174034023201
"-- starting hand #259  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:32:20.232Z,166174034023200
"The admin approved the player ""onlycallz @ xj3nLBqQ53"" participation with a stack of 50.00.",2022-08-29T02:32:16.919Z,166174033691900
"The player ""onlycallz @ xj3nLBqQ53"" requested a seat.",2022-08-29T02:32:09.449Z,166174032944900
"The player ""onlycallz @ xj3nLBqQ53"" quits the game with a stack of 0.00.",2022-08-29T02:32:06.199Z,166174032619900
"-- ending hand #258 --",2022-08-29T02:32:03.194Z,166174032319403
"""onlycallz @ xj3nLBqQ53"" shows a 4♦, 5♠.",2022-08-29T02:32:03.194Z,166174032319402
"""DonkeyKing @ j5UIC5xTp0"" collected 124.30 from pot with Pair, 6's (combination: 6♦, 6♥, A♣, K♠, Q♣)",2022-08-29T02:32:03.194Z,166174032319401
"""DonkeyKing @ j5UIC5xTp0"" shows a Q♣, 6♦.",2022-08-29T02:32:03.194Z,166174032319400
"""DonkeyKing @ j5UIC5xTp0"" calls 49.39",2022-08-29T02:32:02.314Z,166174032231400
"""onlycallz @ xj3nLBqQ53"" bets 49.39 and go all in",2022-08-29T02:31:34.628Z,166174029462800
"River: 6♥, A♣, 9♠, 2♥ [K♠]",2022-08-29T02:31:11.165Z,166174027116500
"""DonkeyKing @ j5UIC5xTp0"" calls 7.26",2022-08-29T02:31:10.273Z,166174027027300
"""onlycallz @ xj3nLBqQ53"" bets 7.26",2022-08-29T02:31:03.443Z,166174026344300
"Turn: 6♥, A♣, 9♠ [2♥]",2022-08-29T02:30:46.630Z,166174024663000
"""DonkeyKing @ j5UIC5xTp0"" calls 4.25",2022-08-29T02:30:45.803Z,166174024580300
"""onlycallz @ xj3nLBqQ53"" raises to 4.25",2022-08-29T02:30:32.445Z,166174023244500
"""DonkeyKing @ j5UIC5xTp0"" bets 1.00",2022-08-29T02:30:23.916Z,166174022391600
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:30:19.820Z,166174021982000
"Flop:  [6♥, A♣, 9♠]",2022-08-29T02:30:16.931Z,166174021693100
"""onlycallz @ xj3nLBqQ53"" calls 1.25",2022-08-29T02:30:16.027Z,166174021602700
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T02:30:12.721Z,166174021272100
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:30:09.731Z,166174020973105
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:30:09.731Z,166174020973104
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (62.15) | #6 ""DonkeyKing @ j5UIC5xTp0"" (210.50)",2022-08-29T02:30:09.731Z,166174020973101
"-- starting hand #258  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:30:09.731Z,166174020973100
"-- ending hand #257 --",2022-08-29T02:30:06.796Z,166174020679602
"""onlycallz @ xj3nLBqQ53"" collected 6.16 from pot",2022-08-29T02:30:06.796Z,166174020679601
"Uncalled bet of 9.25 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:30:06.796Z,166174020679600
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:30:05.969Z,166174020596900
"""onlycallz @ xj3nLBqQ53"" bets 9.25",2022-08-29T02:30:03.939Z,166174020393900
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:29:45.449Z,166174018544900
"Turn: 9♣, 3♠, J♣ [Q♥]",2022-08-29T02:29:43.494Z,166174018349400
"""DonkeyKing @ j5UIC5xTp0"" calls 1.83",2022-08-29T02:29:42.631Z,166174018263100
"""onlycallz @ xj3nLBqQ53"" bets 1.83",2022-08-29T02:29:37.363Z,166174017736300
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:29:29.092Z,166174016909200
"Flop:  [9♣, 3♠, J♣]",2022-08-29T02:29:27.285Z,166174016728500
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T02:29:26.459Z,166174016645900
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T02:29:24.013Z,166174016401300
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:29:21.876Z,166174016187605
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:29:21.876Z,166174016187604
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (59.07) | #6 ""DonkeyKing @ j5UIC5xTp0"" (213.58)",2022-08-29T02:29:21.876Z,166174016187601
"-- starting hand #257  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:29:21.876Z,166174016187600
"-- ending hand #256 --",2022-08-29T02:29:18.857Z,166174015885702
"""onlycallz @ xj3nLBqQ53"" collected 10.00 from pot",2022-08-29T02:29:18.857Z,166174015885701
"Uncalled bet of 6.60 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:29:18.857Z,166174015885700
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:29:17.995Z,166174015799500
"""onlycallz @ xj3nLBqQ53"" bets 6.60",2022-08-29T02:29:15.759Z,166174015575900
"Flop:  [6♥, Q♦, A♥]",2022-08-29T02:29:09.153Z,166174014915300
"""DonkeyKing @ j5UIC5xTp0"" calls 5.00",2022-08-29T02:29:08.311Z,166174014831100
"""onlycallz @ xj3nLBqQ53"" raises to 5.00",2022-08-29T02:29:03.228Z,166174014322800
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T02:28:59.492Z,166174013949200
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:28:57.651Z,166174013765105
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:28:57.651Z,166174013765104
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (54.07) | #6 ""DonkeyKing @ j5UIC5xTp0"" (218.58)",2022-08-29T02:28:57.651Z,166174013765101
"-- starting hand #256  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:28:57.651Z,166174013765100
"-- ending hand #255 --",2022-08-29T02:28:54.641Z,166174013464102
"""DonkeyKing @ j5UIC5xTp0"" collected 0.50 from pot",2022-08-29T02:28:54.641Z,166174013464101
"Uncalled bet of 0.25 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T02:28:54.641Z,166174013464100
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T02:28:53.747Z,166174013374700
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:28:52.244Z,166174013224405
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:28:52.244Z,166174013224404
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (54.32) | #6 ""DonkeyKing @ j5UIC5xTp0"" (218.33)",2022-08-29T02:28:52.244Z,166174013224401
"-- starting hand #255  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:28:52.244Z,166174013224400
"-- ending hand #254 --",2022-08-29T02:28:49.325Z,166174012932502
"""onlycallz @ xj3nLBqQ53"" collected 0.50 from pot",2022-08-29T02:28:49.325Z,166174012932501
"Uncalled bet of 0.25 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:28:49.325Z,166174012932500
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:28:48.477Z,166174012847700
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:28:47.046Z,166174012704605
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:28:47.046Z,166174012704604
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (54.07) | #6 ""DonkeyKing @ j5UIC5xTp0"" (218.58)",2022-08-29T02:28:47.046Z,166174012704601
"-- starting hand #254  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:28:47.046Z,166174012704600
"-- ending hand #253 --",2022-08-29T02:28:44.124Z,166174012412402
"""onlycallz @ xj3nLBqQ53"" collected 1.00 from pot",2022-08-29T02:28:44.124Z,166174012412401
"Uncalled bet of 0.75 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:28:44.124Z,166174012412400
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:28:43.317Z,166174012331700
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T02:28:42.083Z,166174012208300
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:28:40.124Z,166174012012405
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:28:40.124Z,166174012012404
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (53.57) | #6 ""DonkeyKing @ j5UIC5xTp0"" (219.08)",2022-08-29T02:28:40.124Z,166174012012401
"-- starting hand #253  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:28:40.124Z,166174012012400
"-- ending hand #252 --",2022-08-29T02:28:37.036Z,166174011703604
"""DonkeyKing @ j5UIC5xTp0"" collected 2.50 from pot with Pair, 5's (combination: 5♥, 5♦, A♦, K♠, Q♥)",2022-08-29T02:28:37.036Z,166174011703603
"""DonkeyKing @ j5UIC5xTp0"" shows a Q♥, 8♦.",2022-08-29T02:28:37.036Z,166174011703602
"""onlycallz @ xj3nLBqQ53"" collected 2.50 from pot with Pair, 5's (combination: 5♥, 5♦, A♦, K♠, Q♠)",2022-08-29T02:28:37.036Z,166174011703601
"""onlycallz @ xj3nLBqQ53"" shows a 10♦, Q♠.",2022-08-29T02:28:37.036Z,166174011703600
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:28:36.217Z,166174011621700
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:28:30.318Z,166174011031800
"River: 5♥, 4♥, 5♦, K♠ [A♦]",2022-08-29T02:28:26.437Z,166174010643700
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:28:25.600Z,166174010560000
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:28:17.383Z,166174009738300
"Turn: 5♥, 4♥, 5♦ [K♠]",2022-08-29T02:28:15.718Z,166174009571800
"""onlycallz @ xj3nLBqQ53"" calls 1.25",2022-08-29T02:28:14.889Z,166174009488900
"""DonkeyKing @ j5UIC5xTp0"" bets 1.25",2022-08-29T02:28:08.325Z,166174008832500
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:28:02.812Z,166174008281200
"Flop:  [5♥, 4♥, 5♦]",2022-08-29T02:27:57.946Z,166174007794600
"""onlycallz @ xj3nLBqQ53"" calls 1.25",2022-08-29T02:27:57.078Z,166174007707800
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T02:27:54.427Z,166174007442700
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:27:51.010Z,166174007101005
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:27:51.010Z,166174007101004
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (53.57) | #6 ""DonkeyKing @ j5UIC5xTp0"" (219.08)",2022-08-29T02:27:51.010Z,166174007101001
"-- starting hand #252  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:27:51.010Z,166174007101000
"-- ending hand #251 --",2022-08-29T02:27:47.897Z,166174006789702
"""onlycallz @ xj3nLBqQ53"" collected 6.36 from pot with Full House, 6's over 10's (combination: 6♥, 6♣, 6♠, 10♦, 10♠)",2022-08-29T02:27:47.897Z,166174006789701
"""onlycallz @ xj3nLBqQ53"" shows a 6♥, 7♦.",2022-08-29T02:27:47.897Z,166174006789700
"""DonkeyKing @ j5UIC5xTp0"" calls 1.27",2022-08-29T02:27:47.094Z,166174006709400
"""onlycallz @ xj3nLBqQ53"" bets 1.27",2022-08-29T02:27:41.235Z,166174006123500
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:27:29.460Z,166174004946000
"River: 10♦, K♦, 6♣, 10♠ [6♠]",2022-08-29T02:27:24.684Z,166174004468400
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:27:23.832Z,166174004383200
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:27:20.460Z,166174004046000
"Turn: 10♦, K♦, 6♣ [10♠]",2022-08-29T02:27:15.677Z,166174003567700
"""DonkeyKing @ j5UIC5xTp0"" calls 0.66",2022-08-29T02:27:14.847Z,166174003484700
"""onlycallz @ xj3nLBqQ53"" bets 0.66",2022-08-29T02:27:09.069Z,166174002906900
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:27:04.627Z,166174002462700
"Flop:  [10♦, K♦, 6♣]",2022-08-29T02:27:02.990Z,166174002299000
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T02:27:02.177Z,166174002217700
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T02:27:00.761Z,166174002076100
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:26:58.780Z,166174001878005
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:26:58.780Z,166174001878004
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (50.39) | #6 ""DonkeyKing @ j5UIC5xTp0"" (222.26)",2022-08-29T02:26:58.780Z,166174001878001
"-- starting hand #251  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:26:58.780Z,166174001878000
"-- ending hand #250 --",2022-08-29T02:26:55.779Z,166174001577902
"""onlycallz @ xj3nLBqQ53"" collected 0.50 from pot",2022-08-29T02:26:55.779Z,166174001577901
"Uncalled bet of 0.25 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:26:55.779Z,166174001577900
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:26:54.914Z,166174001491400
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:26:52.781Z,166174001278105
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:26:52.781Z,166174001278104
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (50.14) | #6 ""DonkeyKing @ j5UIC5xTp0"" (222.51)",2022-08-29T02:26:52.781Z,166174001278101
"-- starting hand #250  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:26:52.781Z,166174001278100
"-- ending hand #249 --",2022-08-29T02:26:49.866Z,166174000986602
"""DonkeyKing @ j5UIC5xTp0"" collected 0.50 from pot",2022-08-29T02:26:49.866Z,166174000986601
"Uncalled bet of 0.25 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T02:26:49.866Z,166174000986600
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T02:26:49.052Z,166174000905200
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:26:47.465Z,166174000746505
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:26:47.465Z,166174000746504
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (50.39) | #6 ""DonkeyKing @ j5UIC5xTp0"" (222.26)",2022-08-29T02:26:47.465Z,166174000746501
"-- starting hand #249  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:26:47.465Z,166174000746500
"-- ending hand #248 --",2022-08-29T02:26:44.376Z,166174000437603
"""DonkeyKing @ j5UIC5xTp0"" shows a 8♠, 6♠.",2022-08-29T02:26:44.376Z,166174000437602
"""onlycallz @ xj3nLBqQ53"" collected 13.74 from pot with Two Pair, J's & 7's (combination: J♠, J♣, 7♣, 7♠, 6♣)",2022-08-29T02:26:44.376Z,166174000437601
"""onlycallz @ xj3nLBqQ53"" shows a J♠, 6♣.",2022-08-29T02:26:44.376Z,166174000437600
"""onlycallz @ xj3nLBqQ53"" calls 4.12",2022-08-29T02:26:43.485Z,166174000348500
"""DonkeyKing @ j5UIC5xTp0"" bets 4.12",2022-08-29T02:26:40.020Z,166174000002000
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:26:33.231Z,166173999323100
"River: J♣, 2♠, 5♣, 7♣ [7♠]",2022-08-29T02:26:29.764Z,166173998976400
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:26:28.874Z,166173998887400
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:26:26.735Z,166173998673500
"Turn: J♣, 2♠, 5♣ [7♣]",2022-08-29T02:26:25.249Z,166173998524900
"""onlycallz @ xj3nLBqQ53"" calls 1.50",2022-08-29T02:26:24.415Z,166173998441500
"""DonkeyKing @ j5UIC5xTp0"" bets 1.50",2022-08-29T02:26:13.875Z,166173997387500
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:26:10.121Z,166173997012100
"Flop:  [J♣, 2♠, 5♣]",2022-08-29T02:26:08.625Z,166173996862500
"""onlycallz @ xj3nLBqQ53"" calls 1.25",2022-08-29T02:26:07.772Z,166173996777200
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T02:26:03.636Z,166173996363600
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:26:00.911Z,166173996091105
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:26:00.911Z,166173996091104
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (43.52) | #6 ""DonkeyKing @ j5UIC5xTp0"" (229.13)",2022-08-29T02:26:00.911Z,166173996091101
"-- starting hand #248  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:26:00.911Z,166173996091100
"-- ending hand #247 --",2022-08-29T02:25:57.915Z,166173995791502
"""onlycallz @ xj3nLBqQ53"" collected 1.00 from pot",2022-08-29T02:25:57.915Z,166173995791501
"Uncalled bet of 0.75 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:25:57.915Z,166173995791500
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:25:57.060Z,166173995706000
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T02:25:53.148Z,166173995314800
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:25:51.307Z,166173995130705
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:25:51.307Z,166173995130704
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (43.02) | #6 ""DonkeyKing @ j5UIC5xTp0"" (229.63)",2022-08-29T02:25:51.307Z,166173995130701
"-- starting hand #247  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:25:51.307Z,166173995130700
"-- ending hand #246 --",2022-08-29T02:25:48.307Z,166173994830702
"""onlycallz @ xj3nLBqQ53"" collected 0.50 from pot",2022-08-29T02:25:48.307Z,166173994830701
"Uncalled bet of 0.25 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:25:48.307Z,166173994830700
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:25:47.412Z,166173994741200
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:25:46.306Z,166173994630605
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:25:46.306Z,166173994630604
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (42.77) | #6 ""DonkeyKing @ j5UIC5xTp0"" (229.88)",2022-08-29T02:25:46.306Z,166173994630601
"-- starting hand #246  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:25:46.306Z,166173994630600
"-- ending hand #245 --",2022-08-29T02:25:43.310Z,166173994331002
"""onlycallz @ xj3nLBqQ53"" collected 1.00 from pot",2022-08-29T02:25:43.310Z,166173994331001
"Uncalled bet of 0.75 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:25:43.310Z,166173994331000
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:25:42.428Z,166173994242800
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T02:25:40.157Z,166173994015700
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:25:37.899Z,166173993789905
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:25:37.899Z,166173993789904
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (42.27) | #6 ""DonkeyKing @ j5UIC5xTp0"" (230.38)",2022-08-29T02:25:37.899Z,166173993789901
"-- starting hand #245  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:25:37.899Z,166173993789900
"-- ending hand #244 --",2022-08-29T02:25:34.793Z,166173993479303
"""onlycallz @ xj3nLBqQ53"" shows a 5♣, A♥.",2022-08-29T02:25:34.793Z,166173993479302
"""DonkeyKing @ j5UIC5xTp0"" collected 9.00 from pot with Two Pair, J's & 6's (combination: J♠, J♦, 6♣, 6♦, 5♥)",2022-08-29T02:25:34.793Z,166173993479301
"""DonkeyKing @ j5UIC5xTp0"" shows a J♠, 5♥.",2022-08-29T02:25:34.793Z,166173993479300
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:25:33.931Z,166173993393100
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:25:30.935Z,166173993093500
"River: J♦, 5♠, 4♣, 6♣ [6♦]",2022-08-29T02:25:28.596Z,166173992859600
"""onlycallz @ xj3nLBqQ53"" calls 2.00",2022-08-29T02:25:27.785Z,166173992778500
